coefficient,beta,std_error,tval,pval,dep_var,model_id,n_obs,n_trated,n_ind,r2,ar2,wr2,war2_adj,sample,description
d_treated_{h=-4},0.07956878101847617,0.005603628054130559,14.199511503948635,1.2818505613482815e-45,prod_res_ma3,80001,119657,5740,31587,0.038277345293439624,0.03823715663414273,0.0018704286258838243,0.0018620866181164875,le5_panelsize0,LE-event def: first
d_treated_{h=-4},0.013999885562571734,0.0028510181922825817,4.910486225751912,9.139961399497864e-7,tfp_cd_ma3,80002,100069,5740,31587,0.003015481633434347,0.002965663792755646,2.54206243960442e-4,2.442150804559118e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-4},0.011094437350319094,0.0018765963860510658,5.911999742078366,3.421810694814463e-9,tfp_tl_ma3,80003,100069,5740,31587,0.0064549874548957,0.006405341481231841,3.822455918633949e-4,3.722557079461897e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-3},0.05520904110481754,0.0039850375606881394,13.854082995213725,1.5730420542139831e-43,prod_res_ma3,80004,151298,5740,34682,0.03769106826275981,0.037652904369399165,0.0015597979614259128,0.0015531984928386366,le5_panelsize0,LE-event def: first
d_treated_{h=-3},0.009112199359777737,0.0018279007852595322,4.985062336675977,6.229771964308221e-7,tfp_cd_ma3,80005,126846,5740,34682,0.0026728508265358997,0.0026256732006081362,1.9361536711837157e-4,1.857328831454952e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-3},0.0073964243174529706,0.0011758072412097133,6.290507540881667,3.209316841588382e-10,tfp_tl_ma3,80006,126846,5740,34682,0.006829655156281533,0.006782674164086289,2.9634591449922976e-4,2.8846424045514407e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-2},0.02879544608231183,0.002532065467201492,11.372314995527088,6.437294997224049e-30,prod_res_ma3,80007,184270,5740,37307,0.028985395665345637,0.02894850741801125,9.688338976016064e-4,9.634121005620555e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-2},0.004507547466816362,0.001160702853566886,3.883463759018503,1.0318773651722306e-4,tfp_cd_ma3,80008,155116,5740,37307,0.0027407348966640432,0.0026957287405938724,1.1282925567901447e-4,1.063828623869556e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-2},0.0036810023573475826,7.434257682464053e-4,4.951405391866279,7.405754577236292e-7,tfp_tl_ma3,80009,155116,5740,37307,0.005197425503467579,0.005152530217463758,1.695689712362114e-4,1.6312294375186998e-4,le5_panelsize0,LE-event def: first
d_treated_{h=0},-0.0052081527736070376,0.0025175365266408836,-2.0687496361994033,0.03857584070654748,prod_res_ma3,80010,221159,5740,40995,0.025963345514452674,0.02592811018442387,2.6978875484862108e-5,2.245717970772443e-5,le5_panelsize0,LE-event def: first
d_treated_{h=0},3.602650310752563e-4,0.0011870006399365253,0.3035087083815906,0.7615040273031254,tfp_cd_ma3,80011,185414,5740,40995,0.002346340630859478,0.0023032930902054938,6.7048131524583e-7,-4.723112867921486e-6,le5_panelsize0,LE-event def: first
d_treated_{h=0},0.0015541020500616795,7.571255137764336e-4,2.052634631621435,0.040115491505558265,tfp_tl_ma3,80012,185414,5740,40995,0.004770741718992055,0.004727798788293103,2.7503272091555786e-5,2.210982263373129e-5,le5_panelsize0,LE-event def: first
d_treated_{h=1},0.016995515340238396,0.004214254216668323,4.032864290202834,5.5211211475109834e-5,prod_res_ma3,80013,179245,5740,37307,0.03168172683323023,0.03164390970890785,1.2968947393365848e-4,1.241109923113548e-4,le5_panelsize0,LE-event def: first
d_treated_{h=1},0.0076785840941851966,0.0021497328187142,3.5718783410386403,0.00035496058019171463,tfp_cd_ma3,80014,149738,5740,37307,0.0020680479861566736,0.0020213938509526796,1.2341913043900643e-4,1.167412664112577e-4,le5_panelsize0,LE-event def: first
d_treated_{h=1},0.00904446666137886,0.0013023462871288637,6.9447479144108275,3.86518992792532e-12,tfp_tl_ma3,80015,149738,5740,37307,0.006129998044595131,0.006083533808879604,3.945604194988128e-4,3.878843663391862e-4,le5_panelsize0,LE-event def: first
d_treated_{h=2},0.042710106633655466,0.005924662574902265,7.208867356359113,5.759209468790409e-13,prod_res_ma3,80016,142671,5740,34612,0.03332078695756768,0.033280131464393126,5.25035204278268e-4,5.180294076877479e-4,le5_panelsize0,LE-event def: first
d_treated_{h=2},0.02211123787518552,0.0031415904753310455,7.038230491469626,1.9909771208981442e-12,tfp_cd_ma3,80017,118752,5740,34612,0.002671466291009672,0.0026210728327398236,6.228545580900802e-4,6.144383961848021e-4,le5_panelsize0,LE-event def: first
d_treated_{h=2},0.017372237929035455,0.0018237891123601632,9.525354555140458,1.7704513535890204e-21,tfp_tl_ma3,80018,118752,5740,34612,0.005727766475731255,0.005677527447552011,9.063022809333576e-4,8.978885060567654e-4,le5_panelsize0,LE-event def: first
d_treated_{h=3},0.03868472991655052,0.008261309666215407,4.682638888934471,2.844239856838039e-6,prod_res_ma3,80019,109638,5740,31661,0.02952835425151401,0.02948409383276085,3.0822036196331837e-4,2.9910174897040953e-4,le5_panelsize0,LE-event def: first
d_treated_{h=3},0.029220613580619434,0.004052823266521592,7.209940246345494,5.753497449356744e-13,tfp_cd_ma3,80020,91336,5740,31661,0.0024225284482728426,0.0023679145496879883,7.478441481602038e-4,7.369030318145064e-4,le5_panelsize0,LE-event def: first
d_treated_{h=3},0.02161663400122898,0.0024420741907557344,8.851751549177713,9.162872313460476e-19,tfp_tl_ma3,80021,91336,5740,31661,0.003634354795068351,0.003579807239763144,9.838128885721886e-4,9.728743559201947e-4,le5_panelsize0,LE-event def: first
d_treated_{h=4},0.02708361698911752,0.010348985989673576,2.6170309841120756,0.008874730367863303,prod_res_ma3,80022,81903,5740,29305,0.006824052589019081,0.006775544642675491,1.1395111230982913e-4,1.0174219330216783e-4,le5_panelsize0,LE-event def: first
d_treated_{h=4},0.034017702509724905,0.005439215409189005,6.254156151318338,4.0678782226614365e-10,tfp_cd_ma3,80023,68315,5740,29305,0.0012208985401477301,0.00116241345149537,8.473212446534761e-4,8.326945036380984e-4,le5_panelsize0,LE-event def: first
d_treated_{h=4},0.023688197168333022,0.0039000781101655173,6.073775062758347,1.26920598046818e-9,tfp_tl_ma3,80024,68315,5740,29305,0.0015638280140087835,0.0015053630061336865,9.931769498187082e-4,9.785523440062338e-4,le5_panelsize0,LE-event def: first
d_treated_{h=-4},0.0778916062977992,0.005965143542826445,13.057792446833906,7.325385529984363e-39,prod_res_ma3,80101,116793,4592,30341,0.03820261376825185,0.03816143635183433,0.0016453411249786054,0.0016367926165069546,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-4},0.014954101861794673,0.0030220886364197286,4.948267129421727,7.536080156022243e-7,tfp_cd_ma3,80102,97604,4592,30341,0.002929410023833179,0.00287832954114009,2.6365740621681066e-4,2.5341399607936577e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-4},0.012493788341240713,0.0020331538319460557,6.145028548716427,8.11502717704892e-10,tfp_tl_ma3,80103,97604,4592,30341,0.006122656926222381,0.006071740035349937,4.387594927098837e-4,4.285178766879616e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-3},0.054077336753285625,0.004310741101849819,12.54478881371002,5.1242713068342764e-36,prod_res_ma3,80104,147952,4592,33385,0.03762382609536341,0.03758479634076928,0.0013314968655268045,0.0013247465968246885,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-3},0.010676435000620557,0.001988951715013379,5.367870381181547,8.030477978887855e-8,tfp_cd_ma3,80105,123951,4592,33385,0.0026629204336274803,0.002614640383948541,2.3485478783535907e-4,2.267885228672828e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-3},0.008779354722787052,0.0012766208889744813,6.877025747118685,6.239834597280234e-12,tfp_tl_ma3,80106,123951,4592,33385,0.006632029543279905,0.006583941634040746,3.681648036720775e-4,3.600996142704149e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-2},0.026971239835127517,0.0028333999720801073,9.519037234734952,1.8529918997145928e-21,prod_res_ma3,80107,180521,4592,35948,0.028935507982836617,0.02889785168415393,7.264484361572121e-4,7.209126932935517e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-2},0.0051091749280548025,0.001309945978211828,3.900294373229955,9.628141209033489e-5,tfp_cd_ma3,80108,151855,4592,35948,0.0026930875706360213,0.002647112685475239,1.2277999266474549e-4,1.161952249709719e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-2},0.0045198826829705085,8.250899161035156e-4,5.4780486281006064,4.3343244301641804e-8,tfp_tl_ma3,80109,151855,4592,35948,0.005129078249386132,0.005083215661042195,2.163272967047325e-4,2.097431450738263e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=0},-2.6145578673178295e-5,0.0027617637107133193,-0.00946698610447934,0.992446598534388,prod_res_ma3,80110,216978,4592,39545,0.026151079288638024,0.02611517189465229,5.584122053647889e-10,-4.608394938099281e-6,le5_panelsize0,LE-event def: concentrated
d_treated_{h=0},-0.0011031501227971828,0.0013531947253822697,-0.8152190531821274,0.41495272727389765,tfp_cd_ma3,80111,181788,4592,39545,0.002296230892171791,0.0022523224640647044,5.093611261108855e-6,-4.075462234354177e-7,le5_panelsize0,LE-event def: concentrated
d_treated_{h=0},0.0010938838060704859,8.743165471547146e-4,1.2511301651905231,0.21089572592172354,tfp_tl_ma3,80112,181788,4592,39545,0.004670004589624632,0.0046262006300732406,1.103367711008385e-5,5.5325523029559065e-6,le5_panelsize0,LE-event def: concentrated
d_treated_{h=1},0.02738467505892593,0.0046897883343302695,5.8392134370892945,5.2899899493215264e-9,prod_res_ma3,80113,176339,4592,35948,0.03197121714793105,0.031932788275639945,2.711734502350849e-4,2.6550383555268287e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=1},0.005529692992795195,0.0024564933946476836,2.2510514397651282,0.0243894329832653,tfp_cd_ma3,80114,147233,4592,35948,0.0019715383562783906,0.001924085822866961,5.0987797321822015e-5,4.419581897441294e-5,le5_panelsize0,LE-event def: concentrated
d_treated_{h=1},0.008696978770538832,0.0015056885936223022,5.776080663277207,7.720937642178955e-9,tfp_tl_ma3,80115,147233,4592,35948,0.005881649278595691,0.005834382656384363,2.9002712048653567e-4,2.8323676577179935e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=2},0.06041725935493684,0.00666750827315432,9.061444977608424,1.35661333674088e-19,prod_res_ma3,80116,140687,4592,33323,0.033808234025626493,0.033767025960543706,8.23879623262691e-4,8.167771487077591e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=2},0.021224857780153174,0.0036517008124449337,5.812321126588253,6.229193197670094e-9,tfp_cd_ma3,80117,117062,4592,33323,0.002468701967932807,0.0024175705528869385,4.459622465645685e-4,4.3742306380634144e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=2},0.017928072893865676,0.0021437546601376922,8.362931275314017,6.4034953782214e-17,tfp_tl_ma3,80118,117062,4592,33323,0.005368340299516383,0.00531735751400364,7.474289212028307e-4,7.388923138722525e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=3},0.06372375321268224,0.00960412238845509,6.63504177011355,3.3002251260595655e-11,prod_res_ma3,80119,108325,4592,30416,0.030048050750499322,0.030003277813653084,6.120897890283805e-4,6.028634491413998e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=3},0.02744459386026536,0.004771779911687345,5.751437486260908,8.953294522500517e-9,tfp_cd_ma3,80120,90239,4592,30416,0.0020948895254786493,0.0020395935079199345,4.786005495002188e-4,4.675234335952405e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=3},0.021365404537433335,0.0029960828877569606,7.131112635347916,1.023054232702974e-12,tfp_tl_ma3,80121,90239,4592,30416,0.0031940571532934614,0.003138822042921041,6.948007033938941e-4,6.83725983509853e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=4},0.0595431217276461,0.012380972068829182,4.809244492001899,1.523348808280128e-6,prod_res_ma3,80122,81044,4592,28123,0.007163860933977473,0.007114855584006929,3.79965726291287e-4,3.6763067731149235e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=4},0.029685432835252313,0.00643637260608283,4.612137092125069,4.0078422174067614e-6,tfp_cd_ma3,80123,67605,4592,28123,7.724237161258474e-4,7.132978240380616e-4,4.4403833573769536e-4,4.292520049438142e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=4},0.02015369246671271,0.005048165577806031,3.9922803949452965,6.565241022266171e-5,tfp_tl_ma3,80124,67605,4592,28123,0.0010027707624798987,9.436585003949061e-4,4.936331229220547e-4,4.7884752577886935e-4,le5_panelsize0,LE-event def: concentrated
d_treated_{h=-4},0.07478960876578203,0.006434762975399238,11.622744932752054,4.007322106667463e-31,prod_res_ma3,80201,76288,4180,19650,0.05766183100795841,0.05760006426292075,0.002033789346055803,0.002020706755003432,le5_panelsize10,LE-event def: first
d_treated_{h=-4},0.015064407988159435,0.003450356959852868,4.366043329268117,1.2730349603610921e-5,tfp_cd_ma3,80202,63638,4180,19650,0.003560603537103524,0.003482306501298993,3.192800708000654e-4,3.035697250631797e-4,le5_panelsize10,LE-event def: first
d_treated_{h=-4},0.010417227912829114,0.0022596661478810095,4.6100738919321405,4.056071086349854e-6,tfp_tl_ma3,80203,63638,4180,19650,0.009349242313505202,0.009271400130508645,3.7394367934284745e-4,3.582341926644528e-4,le5_panelsize10,LE-event def: first
d_treated_{h=-3},0.05586054197159796,0.004551900751079706,12.271915629607676,1.6816616563497855e-34,prod_res_ma3,80204,95181,4180,21208,0.05697528649093209,0.05691583592374938,0.001953838786907136,0.0019433522447714902,le5_panelsize10,LE-event def: first
d_treated_{h=-3},0.00849670012287663,0.002216765722881577,3.832926517752069,1.2706641513843882e-4,tfp_cd_ma3,80205,79543,4180,21208,0.0033756679175802606,0.0033004850319373613,1.8240572388339427e-4,1.6983509430334998e-4,le5_panelsize10,LE-event def: first
d_treated_{h=-3},0.005873431895390026,0.0013976114294913296,4.202478436748119,2.6530495185730787e-5,tfp_tl_ma3,80206,79543,4180,21208,0.009388431351729731,0.00931370205415516,2.0764430844932846e-4,1.9507399619211885e-4,le5_panelsize10,LE-event def: first
d_treated_{h=-2},0.028595276473306862,0.002810193161581372,10.175555497123025,2.8776991059715407e-24,prod_res_ma3,80207,114475,4180,22555,0.042375483377385614,0.04231692176909363,0.0012022808604441604,0.001193555221446596,le5_panelsize10,LE-event def: first
d_treated_{h=-2},0.004217497425472867,0.0014080666229289948,2.995239967196882,0.0027458187076118356,tfp_cd_ma3,80208,95956,4180,22555,0.0034700835895890014,0.0033973805690479253,1.1170504403235082e-4,1.0128389617147793e-4,le5_panelsize10,LE-event def: first
d_treated_{h=-2},0.0029886491025856088,8.830365656864579e-4,3.3845134150954244,7.144844614207047e-4,tfp_tl_ma3,80209,95956,4180,22555,0.00689397981742268,0.006821526591286875,1.273780412891501e-4,1.1695705677716717e-4,le5_panelsize10,LE-event def: first
d_treated_{h=0},-0.008731684763994845,0.0028720641488536223,-3.040212304269066,0.0023666094995289655,prod_res_ma3,80210,135775,4180,24501,0.03793623028100135,0.03787954075521627,9.431012158467311e-5,8.694520187080279e-5,le5_panelsize10,LE-event def: first
d_treated_{h=0},0.0025556699418918297,0.0014431718768261451,1.7708701111279375,0.07659707677236356,tfp_cd_ma3,80211,113157,4180,24501,0.002914342202173237,0.0028438444005118857,3.8808967323999966e-5,2.997132820503623e-5,le5_panelsize10,LE-event def: first
d_treated_{h=0},0.0019474651087548905,8.980942289073783e-4,2.1684418472705,0.030136482555580685,tfp_tl_ma3,80212,113157,4180,24501,0.006234069109277596,0.0061638060251123505,5.002078470184301e-5,4.1183244672726715e-5,le5_panelsize10,LE-event def: first
d_treated_{h=1},0.006350003428214851,0.004586244272092928,1.3845759299944644,0.16619594611680394,prod_res_ma3,80213,110863,4180,22555,0.04790763836728751,0.04784751797099118,2.3290416070076425e-5,1.4269833240487806e-5,le5_panelsize10,LE-event def: first
d_treated_{h=1},0.008655806879073054,0.0025236066984857955,3.429934975313973,6.050207620889536e-4,tfp_cd_ma3,80214,92129,4180,22555,0.0030301632963493086,0.0029544065323441338,1.842440175238158e-4,1.7339072939215328e-4,le5_panelsize10,LE-event def: first
d_treated_{h=1},0.008892318046538106,0.0015039811154943872,5.91251974837133,3.4273463835467447e-9,tfp_tl_ma3,80215,92129,4180,22555,0.008374747449245379,0.008299396804247405,4.6173245607494806e-4,4.5088218016009485e-4,le5_panelsize10,LE-event def: first
d_treated_{h=2},0.02646157147513987,0.00644887479510333,4.103285040551928,4.0887467491975514e-5,prod_res_ma3,80216,88885,4180,21153,0.04994248050900629,0.049878343769690026,2.630839628952053e-4,2.5183554465857405e-4,le5_panelsize10,LE-event def: first
d_treated_{h=2},0.02311508784778806,0.0036005812947241707,6.4198211221221255,1.399778607510564e-10,tfp_cd_ma3,80217,73649,4180,21153,0.0035315123387342773,0.003450324824462947,7.998506219442092e-4,7.862822757643828e-4,le5_panelsize10,LE-event def: first
d_treated_{h=2},0.01663025974611629,0.00204793393400904,8.120505974311808,4.951516194217088e-16,tfp_tl_ma3,80218,73649,4180,21153,0.008131014192183539,0.00805020142345303,0.0010044709984160516,9.909054308188114e-4,le5_panelsize10,LE-event def: first
d_treated_{h=3},0.025180019477991363,0.009149708389043937,2.752002403502004,0.0059288224031629555,prod_res_ma3,80219,68840,4180,19685,0.04398407544318583,0.04391463185974176,1.7336996514660807e-4,1.588447794820258e-4,le5_panelsize10,LE-event def: first
d_treated_{h=3},0.028294010646103908,0.004536941060683055,6.23636284176108,4.592551814627491e-10,tfp_cd_ma3,80220,57148,4180,19685,0.0031662043772687776,0.0030789801117878657,8.287497778046715e-4,8.112640186392905e-4,le5_panelsize10,LE-event def: first
d_treated_{h=3},0.01983027215659681,0.0027747286056584706,7.1467429701619025,9.274758985162073e-13,tfp_tl_ma3,80221,57148,4180,19685,0.0058940296896695665,0.0058070441124837835,0.0010030980904827125,9.85615382458782e-4,le5_panelsize10,LE-event def: first
d_treated_{h=4},0.01829446993626904,0.011212625027277635,1.6315956247322074,0.10278298230789441,prod_res_ma3,80222,51833,4180,18513,0.009444704709990592,0.00936825527761509,6.844702317920781e-5,4.915375403935496e-5,le5_panelsize10,LE-event def: first
d_treated_{h=4},0.030434278824366636,0.006108392585422779,4.982371122805001,6.354303836189546e-7,tfp_cd_ma3,80223,43115,4180,18513,0.0016797544714414192,0.001587124432422371,8.23939485906533e-4,8.007621242616114e-4,le5_panelsize10,LE-event def: first
d_treated_{h=4},0.01914585607343705,0.004586977167295888,4.17395931463158,3.0112095855211656e-5,tfp_tl_ma3,80224,43115,4180,18513,0.0027347731770939188,0.0026422410289312914,8.128054498444115e-4,7.896278299290849e-4,le5_panelsize10,LE-event def: first
d_treated_{h=-4},0.07144321169364014,0.006987593183814166,10.224294662592674,1.7961140693849258e-24,prod_res_ma3,80301,73533,3089,18468,0.05800480684711684,0.057940749072887376,0.0016674836279013672,0.0016539058603279866,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-4},0.015244511565848093,0.00376392042374226,4.050168401459271,5.143410922945049e-5,tfp_cd_ma3,80302,61259,3089,18468,0.003481290177326124,0.0033999456954376672,2.8842531195072407e-4,2.72104289720132e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-4},0.011333721807339513,0.002538738647053582,4.464312157729682,8.090286403112244e-6,tfp_tl_ma3,80303,61259,3089,18468,0.008911427667942506,0.008830526440873454,3.8808608602514116e-4,3.7176669082961133e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-3},0.05444640433324088,0.0050450425532076616,10.792060475014944,4.4599319304225185e-27,prod_res_ma3,80304,91986,3089,19980,0.05725221413564585,0.05719071654690078,0.0015920401237372594,0.0015811853855919322,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-3},0.009627522390069325,0.002504826424051451,3.8435886405642488,1.2169840949561035e-4,tfp_cd_ma3,80305,76767,3089,19980,0.0033903982780785213,0.0033124975796635647,1.9804863790162663e-4,1.8502359945249403e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-3},0.0068146459785889645,0.0015712859230538603,4.336986590794636,1.4529816831323813e-5,tfp_tl_ma3,80306,76767,3089,19980,0.00909803233515949,0.009020577778020566,2.3571364600805111e-4,2.226890982441887e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-2},0.026115280687567338,0.003241211105069918,8.057260030584768,8.210905473752266e-16,prod_res_ma3,80307,110918,3089,21273,0.04257010157826935,0.042509674120971064,8.16105940290246e-4,8.070969790238136e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-2},0.004207377927511048,0.0016768627248648451,2.509077138589363,0.012113453224556139,tfp_cd_ma3,80308,92847,3089,21273,0.0033916779799259,0.0033165343629746324,8.901002257333257e-5,7.823964600761624e-5,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-2},0.0033977440383449733,0.0010267746162309058,3.3091430043503074,9.376646250826869e-4,tfp_tl_ma3,80309,92847,3089,21273,0.006752620216013194,0.00667773001191263,1.3152564465790384e-4,1.2075572604219875e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=0},-0.002476477359328543,0.0032165375502796545,-0.7699202389579538,0.44135506838872474,prod_res_ma3,80310,131828,3089,23137,0.038424049981260255,0.038365692630649595,5.8515362419964134e-06,-1.7345791774037167e-6,le5_panelsize10,LE-event def: concentrated
d_treated_{h=0},0.0020526144149338047,0.0017271159533637076,1.1884635834300301,0.23466535427844598,tfp_cd_ma3,80311,109720,3089,23137,0.0028133198043819307,0.0027406060979936475,1.8920317259807362e-5,9.805633411463788e-6,le5_panelsize10,LE-event def: concentrated
d_treated_{h=0},0.0019160161782743855,0.0010958109295580614,1.7484915751361518,0.08039474559012624,tfp_tl_ma3,80312,109720,3089,23137,0.006073236531461634,0.006000760534453642,3.653042861440081e-5,2.7415905279659647e-5,le5_panelsize10,LE-event def: concentrated
d_treated_{h=1},0.01685623288898176,0.005161792390015954,3.265577461345682,0.001094144132328037,prod_res_ma3,80313,108104,3089,21273,0.048498445141710755,0.04843682851497155,1.2422463796990524e-4,1.149747510604815e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=1},0.008131906152567378,0.003026724588072109,2.68670171862153,0.007222857393737353,tfp_cd_ma3,80314,89739,3089,21273,0.0029808772295276675,0.00290309882675277,1.210538527502969e-4,1.0991078127953191e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=1},0.009489441230898225,0.0018241373902287818,5.202152689665589,1.9918384100077564e-7,tfp_tl_ma3,80315,89739,3089,21273,0.008105957887627357,0.008028579297231775,3.903913491750677e-4,3.7925127931459635e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=2},0.04348800515198836,0.007399951659985571,5.876795842754621,4.250134366956033e-9,prod_res_ma3,80316,86988,3089,19933,0.050766174502341554,0.05070069580063674,5.201418155188486e-4,5.086510318053072e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=2},0.025121659986931937,0.004390479289221496,5.721849103947469,1.0721187790074848e-8,tfp_cd_ma3,80317,72023,3089,19933,0.0034314715249671446,0.003348442598466783,6.8067131437477e-4,6.667949628877956e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=2},0.018502853412950018,0.0025319832993506764,7.307652233604799,2.8437331257826734e-13,tfp_tl_ma3,80318,72023,3089,19933,0.00777589418170932,0.007693227209995879,8.912858842565763e-4,8.774124573219799e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=3},0.05003985601381962,0.01108418508306638,4.514527287194699,6.385934229508237e-6,prod_res_ma3,80319,67577,3089,18504,0.04491096453910026,0.04484029154066449,4.6022433334713675e-4,4.454318961231163e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=3},0.03018395790972121,0.005548077193869391,5.440435822175364,5.398446583247788e-8,tfp_cd_ma3,80320,56085,3089,18504,0.002921386318216479,0.00283248685373938,6.229805280243417e-4,6.051596499867529e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=3},0.02104277857012525,0.003660073014670255,5.749278357503217,9.137087556601628e-9,tfp_tl_ma3,80321,56085,3089,18504,0.0054416367444943825,0.00535296198538171,7.420158207137595e-4,7.241970653119045e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=4},0.051032173228666114,0.013926396239683059,3.6644205974299866,2.486774024912908e-4,prod_res_ma3,80322,51001,3089,17392,0.00991510440240062,0.009837444594133493,3.3654795959325856e-4,3.169451779625465e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=4},0.029777004676581363,0.007506560867963213,3.9667972058502583,7.321631430910217e-5,tfp_cd_ma3,80323,42423,3089,17392,0.0012858355773011088,0.001191657241271793,4.962863431361431e-4,4.7272314558655104e-4,le5_panelsize10,LE-event def: concentrated
